-3500	3300	578.75	418.25	203	203	253	1
-3500	3300	127.25	475.25	203	253	103	1
-3500	3300	298.25	542.75	203	253	153	1
-3500	3300	469.25	551.75	203	253	203	1
-3500	3300	565.25	533.75	203	253	253	1
-600	2700	892.25	1027.3	203	253	3	2
-600	3300	953.75	895.25	203	253	3	2
-1200	2700	662.75	991.25	203	253	53	2
-1200	3300	781.25	872.75	203	253	53	2
-3500	3300	398.75	97.25	228	103	103	1
-3500	3300	586.25	26.75	228	103	153	1
-3500	3300	719.75	128.75	228	103	203	1
-3500	3300	803.75	149.75	228	103	253	1
-600	2700	1210.3	350.75	228	103	3	2
-600	1800	1048.3	634.25	228	103	3	2
-3500	3300	230.75	157.25	228	103	53	1
-3500	3300	391.25	199.25	228	153	103	1
-3500	3300	571.25	155.75	228	153	153	1
-3500	3300	709.25	251.75	228	153	203	1
-3500	3300	794.75	292.25	228	153	253	1
-3500	3300	98.75	232.25	228	153	3	1
-3500	3300	194.75	329.75	228	153	53	1
-3500	3300	359.75	346.25	228	203	103	1
-3500	3300	554.75	281.75	228	203	153	1
-3500	3300	683.75	428.75	228	203	203	1
-3500	3300	788.75	406.25	228	203	253	1
-3500	3300	65.75	427.25	228	203	3	1
-3500	3300	175.25	470.75	228	203	53	1
-3500	3300	340.25	461.75	228	253	103	1
-3500	3300	503.75	526.25	228	253	153	1
-3500	3300	667.25	536.75	228	253	203	1
-3500	3300	752.75	523.25	228	253	253	1
-600	2700	1058.8	1046.8	228	253	3	2
-600	3300	1130.8	923.75	228	253	3	2
-1200	2700	841.25	991.25	228	253	53	2
-600	3300	953.75	887.75	228	253	53	2
-3500	2100	383.75	160.25	228	53	203	1
-3500	2100	488.75	209.75	228	53	253	1
-3500	2100	284.75	260.75	253	103	103	1
-3500	2100	481.25	199.25	253	103	153	1
-3500	2100	607.25	284.75	253	103	203	1
-3500	2100	698.75	304.25	253	103	253	1
-3500	2100	100.25	308.75	253	103	53	1
-3500	2100	260.75	344.75	253	153	103	1
-3500	2100	463.25	296.75	253	153	153	1
